ordinal,branch_path,gsim,weight
2331,b1m3~b1m2_b2m1_b3m1_b4m2_b5m1_b6m2_b7m4_b8m1_b9m1,BooreAtkinson2008() AkkarBommer2010() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoore2006() ZhaoEtA,3.3300233e-04
2332,b1m3~b1m2_b2m5_b3m4_b4m3_b5m4_b6m1_b7m2_b8m4_b9m2,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() SharmaEtAl2009() RaghukanthIyengar2007() At,3.3400234e-04
2333,b1m3~b1m2_b2m4_b3m3_b4m3_b5m1_b6m2_b7m1_b8m2_b9m2,BooreAtkinson2008() Kanno2006Shallow() SharmaEtAl2009() SharmaEtAl2009() AtkinsonBoore2006() ZhaoEtA,3.3300233e-04
2334,b1m3~b1m4_b2m2_b3m2_b4m4_b5m2_b6m1_b7m4_b8m2_b9m1,Kanno2006Shallow() BooreAtkinson2008() ToroEtAl2002() NathEtAl2012Upper() ToroEtAl2002() AtkinsonBoo,3.3400234e-04
2335,b1m3~b1m4_b2m1_b3m4_b4m2_b5m1_b6m1_b7m1_b8m2_b9m2,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() ToroEtAl2002() AtkinsonBoore2006() Atkinson,3.3400234e-04
2336,b1m3~b1m1_b2m2_b3m2_b4m3_b5m4_b6m1_b7m4_b8m4_b9m4,AkkarBommer2010() BooreAtkinson2008() ToroEtAl2002() SharmaEtAl2009() RaghukanthIyengar2007() Atkins,3.3400234e-04
2337,b1m3~b1m2_b2m4_b3m1_b4m4_b5m1_b6m1_b7m1_b8m3_b9m1,BooreAtkinson2008() Kanno2006Shallow() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore2006() A,3.3400234e-04
2338,b1m3~b1m2_b2m5_b3m4_b4m4_b5m2_b6m2_b7m3_b8m4_b9m2,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() NathEtAl2012Upper() ToroEtAl2002() ZhaoEtAl,3.3300233e-04
2339,b1m3~b1m1_b2m3_b3m1_b4m1_b5m4_b6m2_b7m4_b8m3_b9m1,AkkarBommer2010() CampbellBozorgnia2008() AtkinsonBoore2006() AtkinsonBoore2006() RaghukanthIyengar2,3.3300233e-04
2340,b1m3~b1m3_b2m3_b3m4_b4m2_b5m3_b6m2_b7m2_b8m3_b9m3,CampbellBozorgnia2008() CampbellBozorgnia2008() NathEtAl2012Lower() ToroEtAl2002() Campbell2003() Zh,3.3300233e-04
2341,b1m3~b1m4_b2m1_b3m3_b4m3_b5m2_b6m1_b7m4_b8m4_b9m2,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2,3.3400234e-04
2342,b1m3~b1m3_b2m5_b3m1_b4m4_b5m3_b6m3_b7m3_b8m2_b9m2,CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() NathEtAl2012Upper() Campbell2003() Kann,3.3300233e-04
2343,b1m3~b1m3_b2m4_b3m3_b4m2_b5m1_b6m3_b7m1_b8m2_b9m1,CampbellBozorgnia2008() Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() Kanno,3.3300233e-04
2344,b1m3~b1m4_b2m3_b3m1_b4m2_b5m4_b6m2_b7m2_b8m3_b9m1,Kanno2006Shallow() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007(,3.3300233e-04
2345,b1m3~b1m2_b2m4_b3m1_b4m4_b5m1_b6m2_b7m1_b8m3_b9m2,BooreAtkinson2008() Kanno2006Shallow() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore2006() Z,3.3300233e-04
2346,b1m3~b1m2_b2m3_b3m1_b4m1_b5m3_b6m2_b7m3_b8m3_b9m4,BooreAtkinson2008() CampbellBozorgnia2008() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003() Z,3.3300233e-04
2347,b1m3~b1m3_b2m5_b3m2_b4m2_b5m4_b6m3_b7m2_b8m2_b9m4,CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() RaghukanthIyengar2007() Kanno,3.3300233e-04
2348,b1m3~b1m3_b2m5_b3m3_b4m3_b5m2_b6m1_b7m4_b8m4_b9m4,CampbellBozorgnia2008() SharmaEtAl2009() SharmaEtAl2009() SharmaEtAl2009() ToroEtAl2002() AtkinsonBo,3.3400234e-04
2349,b1m3~b1m1_b2m2_b3m1_b4m1_b5m2_b6m3_b7m4_b8m4_b9m3,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() AtkinsonBoore2006() ToroEtAl2002() Kanno20,3.3300233e-04
2350,b1m3~b1m1_b2m3_b3m4_b4m4_b5m1_b6m2_b7m4_b8m3_b9m1,AkkarBommer2010() CampbellBozorgnia2008() NathEtAl2012Lower() NathEtAl2012Upper() AtkinsonBoore2006(,3.3300233e-04
2351,b1m3~b1m2_b2m2_b3m1_b4m3_b5m3_b6m2_b7m1_b8m2_b9m1,BooreAtkinson2008() BooreAtkinson2008() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() ZhaoEtAl,3.3300233e-04
2352,b1m3~b1m1_b2m1_b3m1_b4m1_b5m3_b6m2_b7m3_b8m4_b9m4,AkkarBommer2010() AkkarBommer2010() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003() ZhaoEtAl2,3.3300233e-04
2353,b1m3~b1m3_b2m3_b3m2_b4m3_b5m2_b6m3_b7m2_b8m1_b9m4,CampbellBozorgnia2008() CampbellBozorgnia2008() ToroEtAl2002() SharmaEtAl2009() ToroEtAl2002() Kanno,3.3300233e-04
2354,b1m3~b1m2_b2m5_b3m1_b4m3_b5m3_b6m1_b7m3_b8m4_b9m3,BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() SharmaEtAl2009() Campbell2003() AtkinsonBoo,3.3400234e-04
2355,b1m3~b1m4_b2m3_b3m2_b4m3_b5m4_b6m2_b7m1_b8m1_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() ToroEtAl2002() SharmaEtAl2009() RaghukanthIyengar2007() Z,3.3300233e-04
2356,b1m3~b1m1_b2m4_b3m2_b4m2_b5m1_b6m2_b7m1_b8m3_b9m2,AkkarBommer2010() Kanno2006Shallow() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() ZhaoEtAl2006S,3.3300233e-04
2357,b1m3~b1m4_b2m2_b3m4_b4m1_b5m2_b6m3_b7m4_b8m2_b9m3,Kanno2006Shallow() BooreAtkinson2008() NathEtAl2012Lower() AtkinsonBoore2006() ToroEtAl2002() Kanno2,3.3300233e-04
2358,b1m3~b1m2_b2m3_b3m3_b4m2_b5m1_b6m1_b7m4_b8m3_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() Atki,3.3400234e-04
2359,b1m3~b1m1_b2m3_b3m4_b4m2_b5m4_b6m1_b7m2_b8m3_b9m4,AkkarBommer2010() CampbellBozorgnia2008() NathEtAl2012Lower() ToroEtAl2002() RaghukanthIyengar2007(),3.3400234e-04
2360,b1m3~b1m4_b2m1_b3m4_b4m4_b5m1_b6m3_b7m4_b8m3_b9m2,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() NathEtAl2012Upper() AtkinsonBoore2006() Kan,3.3300233e-04
2361,b1m3~b1m3_b2m4_b3m3_b4m2_b5m2_b6m2_b7m4_b8m1_b9m3,CampbellBozorgnia2008() Kanno2006Shallow() SharmaEtAl2009() ToroEtAl2002() ToroEtAl2002() ZhaoEtAl20,3.3300233e-04
2362,b1m3~b1m1_b2m3_b3m1_b4m4_b5m2_b6m1_b7m3_b8m1_b9m2,AkkarBommer2010() CampbellBozorgnia2008() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() Atk,3.3400234e-04
2363,b1m3~b1m2_b2m3_b3m2_b4m3_b5m1_b6m3_b7m4_b8m2_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() ToroEtAl2002() SharmaEtAl2009() AtkinsonBoore2006() Kann,3.3300233e-04
2364,b1m3~b1m4_b2m3_b3m2_b4m3_b5m2_b6m3_b7m3_b8m4_b9m2,Kanno2006Shallow() CampbellBozorgnia2008() ToroEtAl2002() SharmaEtAl2009() ToroEtAl2002() Kanno2006D,3.3300233e-04
2365,b1m3~b1m2_b2m3_b3m1_b4m1_b5m3_b6m1_b7m4_b8m2_b9m4,BooreAtkinson2008() CampbellBozorgnia2008() AtkinsonBoore2006() AtkinsonBoore2006() Campbell2003() A,3.3400234e-04
2366,b1m3~b1m4_b2m3_b3m3_b4m4_b5m3_b6m1_b7m1_b8m2_b9m2,Kanno2006Shallow() CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Upper() Campbell2003() Atkin,3.3400234e-04
2367,b1m3~b1m3_b2m5_b3m3_b4m4_b5m3_b6m3_b7m2_b8m3_b9m1,CampbellBozorgnia2008() SharmaEtAl2009() SharmaEtAl2009() NathEtAl2012Upper() Campbell2003() Kanno20,3.3300233e-04
2368,b1m3~b1m1_b2m5_b3m2_b4m3_b5m4_b6m3_b7m4_b8m4_b9m4,AkkarBommer2010() SharmaEtAl2009() ToroEtAl2002() SharmaEtAl2009() RaghukanthIyengar2007() Kanno2006,3.3300233e-04
2369,b1m3~b1m1_b2m3_b3m4_b4m2_b5m4_b6m3_b7m1_b8m3_b9m2,AkkarBommer2010() CampbellBozorgnia2008() NathEtAl2012Lower() ToroEtAl2002() RaghukanthIyengar2007(),3.3300233e-04
2370,b1m3~b1m4_b2m3_b3m2_b4m2_b5m4_b6m2_b7m4_b8m1_b9m3,Kanno2006Shallow() CampbellBozorgnia2008() ToroEtAl2002() ToroEtAl2002() RaghukanthIyengar2007() Zha,3.3300233e-04
2371,b1m3~b1m4_b2m1_b3m2_b4m2_b5m4_b6m2_b7m2_b8m1_b9m1,Kanno2006Shallow() AkkarBommer2010() ToroEtAl2002() ToroEtAl2002() RaghukanthIyengar2007() ZhaoEtAl2,3.3300233e-04
2372,b1m3~b1m3_b2m1_b3m1_b4m2_b5m2_b6m1_b7m3_b8m3_b9m2,CampbellBozorgnia2008() AkkarBommer2010() AtkinsonBoore2006() ToroEtAl2002() ToroEtAl2002() Atkinson,3.3400234e-04
2373,b1m3~b1m1_b2m5_b3m2_b4m1_b5m4_b6m2_b7m3_b8m1_b9m1,AkkarBommer2010() SharmaEtAl2009() ToroEtAl2002() AtkinsonBoore2006() RaghukanthIyengar2007() ZhaoEt,3.3300233e-04
2374,b1m3~b1m2_b2m4_b3m3_b4m4_b5m1_b6m3_b7m4_b8m3_b9m2,BooreAtkinson2008() Kanno2006Shallow() SharmaEtAl2009() NathEtAl2012Upper() AtkinsonBoore2006() Kann,3.3300233e-04
2375,b1m3~b1m3_b2m3_b3m1_b4m3_b5m4_b6m3_b7m2_b8m1_b9m2,CampbellBozorgnia2008() CampbellBozorgnia2008() AtkinsonBoore2006() SharmaEtAl2009() RaghukanthIyeng,3.3300233e-04
2376,b1m3~b1m2_b2m1_b3m1_b4m1_b5m4_b6m1_b7m2_b8m2_b9m3,BooreAtkinson2008() AkkarBommer2010() AtkinsonBoore2006() AtkinsonBoore2006() RaghukanthIyengar2007(,3.3400234e-04
2377,b1m3~b1m2_b2m3_b3m2_b4m4_b5m4_b6m1_b7m2_b8m1_b9m2,BooreAtkinson2008() CampbellBozorgnia2008() ToroEtAl2002() NathEtAl2012Upper() RaghukanthIyengar2007,3.3400234e-04
2378,b1m3~b1m3_b2m3_b3m2_b4m3_b5m3_b6m2_b7m4_b8m3_b9m3,CampbellBozorgnia2008() CampbellBozorgnia2008() ToroEtAl2002() SharmaEtAl2009() Campbell2003() ZhaoE,3.3300233e-04
2379,b1m3~b1m4_b2m5_b3m3_b4m1_b5m3_b6m1_b7m1_b8m2_b9m2,Kanno2006Shallow() SharmaEtAl2009() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() AtkinsonBoor,3.3400234e-04
2380,b1m3~b1m4_b2m5_b3m3_b4m3_b5m1_b6m1_b7m3_b8m3_b9m1,Kanno2006Shallow() SharmaEtAl2009() SharmaEtAl2009() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonBo,3.3400234e-04
2381,b1m3~b1m1_b2m1_b3m4_b4m2_b5m3_b6m2_b7m3_b8m2_b9m2,AkkarBommer2010() AkkarBommer2010() NathEtAl2012Lower() ToroEtAl2002() Campbell2003() ZhaoEtAl2006SI,3.3300233e-04
2382,b1m3~b1m2_b2m1_b3m4_b4m2_b5m2_b6m2_b7m1_b8m1_b9m3,BooreAtkinson2008() AkkarBommer2010() NathEtAl2012Lower() ToroEtAl2002() ToroEtAl2002() ZhaoEtAl2006,3.3300233e-04
2383,b1m3~b1m3_b2m2_b3m3_b4m1_b5m3_b6m3_b7m3_b8m4_b9m4,CampbellBozorgnia2008() BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() Kann,3.3300233e-04
2384,b1m3~b1m2_b2m4_b3m1_b4m2_b5m3_b6m1_b7m4_b8m2_b9m4,BooreAtkinson2008() Kanno2006Shallow() AtkinsonBoore2006() ToroEtAl2002() Campbell2003() AtkinsonBoo,3.3400234e-04
2385,b1m3~b1m2_b2m3_b3m2_b4m3_b5m2_b6m2_b7m4_b8m4_b9m1,BooreAtkinson2008() CampbellBozorgnia2008() ToroEtAl2002() SharmaEtAl2009() ToroEtAl2002() ZhaoEtAl2,3.3300233e-04
2386,b1m3~b1m1_b2m5_b3m1_b4m4_b5m4_b6m1_b7m3_b8m4_b9m1,AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() NathEtAl2012Upper() RaghukanthIyengar2007() A,3.3400234e-04
2387,b1m3~b1m3_b2m5_b3m3_b4m1_b5m3_b6m3_b7m1_b8m4_b9m2,CampbellBozorgnia2008() SharmaEtAl2009() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() Kanno20,3.3300233e-04
2388,b1m3~b1m3_b2m4_b3m1_b4m1_b5m1_b6m2_b7m2_b8m4_b9m1,CampbellBozorgnia2008() Kanno2006Shallow() AtkinsonBoore2006() AtkinsonBoore2006() AtkinsonBoore2006,3.3300233e-04
2389,b1m3~b1m4_b2m2_b3m2_b4m2_b5m1_b6m1_b7m3_b8m4_b9m1,Kanno2006Shallow() BooreAtkinson2008() ToroEtAl2002() ToroEtAl2002() AtkinsonBoore2006() AtkinsonBoo,3.3400234e-04
2390,b1m3~b1m1_b2m5_b3m1_b4m4_b5m2_b6m3_b7m3_b8m4_b9m4,AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() NathEtAl2012Upper() ToroEtAl2002() Kanno2006D,3.3300233e-04
2391,b1m3~b1m2_b2m2_b3m3_b4m1_b5m3_b6m3_b7m3_b8m1_b9m3,BooreAtkinson2008() BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() Kanno200,3.3300233e-04
2392,b1m3~b1m4_b2m1_b3m4_b4m4_b5m1_b6m1_b7m1_b8m4_b9m4,Kanno2006Shallow() AkkarBommer2010() NathEtAl2012Lower() NathEtAl2012Upper() AtkinsonBoore2006() Atk,3.3400234e-04
2393,b1m3~b1m2_b2m2_b3m3_b4m4_b5m1_b6m1_b7m4_b8m2_b9m4,BooreAtkinson2008() BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Upper() AtkinsonBoore2006() Atk,3.3400234e-04
2394,b1m3~b1m3_b2m3_b3m3_b4m2_b5m3_b6m2_b7m3_b8m1_b9m1,CampbellBozorgnia2008() CampbellBozorgnia2008() SharmaEtAl2009() ToroEtAl2002() Campbell2003() ZhaoE,3.3300233e-04
2395,b1m3~b1m1_b2m3_b3m3_b4m3_b5m3_b6m1_b7m4_b8m2_b9m3,AkkarBommer2010() CampbellBozorgnia2008() SharmaEtAl2009() SharmaEtAl2009() Campbell2003() AtkinsonB,3.3400234e-04
2396,b1m3~b1m4_b2m1_b3m3_b4m4_b5m1_b6m2_b7m4_b8m2_b9m1,Kanno2006Shallow() AkkarBommer2010() SharmaEtAl2009() NathEtAl2012Upper() AtkinsonBoore2006() ZhaoEt,3.3300233e-04
2397,b1m3~b1m3_b2m1_b3m2_b4m3_b5m2_b6m3_b7m4_b8m3_b9m1,CampbellBozorgnia2008() AkkarBommer2010() ToroEtAl2002() SharmaEtAl2009() ToroEtAl2002() Kanno2006De,3.3300233e-04
2398,b1m3~b1m1_b2m2_b3m3_b4m1_b5m2_b6m2_b7m2_b8m1_b9m4,AkkarBommer2010() BooreAtkinson2008() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() ZhaoEtAl20,3.3300233e-04
2399,b1m3~b1m1_b2m1_b3m4_b4m4_b5m3_b6m3_b7m1_b8m4_b9m4,AkkarBommer2010() AkkarBommer2010() NathEtAl2012Lower() NathEtAl2012Upper() Campbell2003() Kanno2006,3.3300233e-04
2400,b1m3~b1m4_b2m4_b3m1_b4m3_b5m4_b6m3_b7m4_b8m3_b9m3,Kanno2006Shallow() Kanno2006Shallow() AtkinsonBoore2006() SharmaEtAl2009() RaghukanthIyengar2007() K,3.3300233e-04
2401,b1m3~b1m1_b2m5_b3m1_b4m3_b5m1_b6m2_b7m4_b8m2_b9m2,AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() SharmaEtAl2009() AtkinsonBoore2006() ZhaoEtAl,3.3300233e-04
2402,b1m3~b1m4_b2m3_b3m1_b4m2_b5m2_b6m2_b7m4_b8m4_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() ToroEtAl2002() ZhaoEtA,3.3300233e-04
2403,b1m3~b1m3_b2m1_b3m2_b4m3_b5m2_b6m2_b7m3_b8m3_b9m3,CampbellBozorgnia2008() AkkarBommer2010() ToroEtAl2002() SharmaEtAl2009() ToroEtAl2002() ZhaoEtAl200,3.3300233e-04
2404,b1m3~b1m1_b2m4_b3m3_b4m1_b5m3_b6m2_b7m3_b8m3_b9m3,AkkarBommer2010() Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() ZhaoEtAl200,3.3300233e-04
2405,b1m3~b1m1_b2m5_b3m4_b4m2_b5m2_b6m3_b7m2_b8m2_b9m4,AkkarBommer2010() SharmaEtAl2009() NathEtAl2012Lower() ToroEtAl2002() ToroEtAl2002() Kanno2006Deep(),3.3300233e-04
2406,b1m3~b1m3_b2m5_b3m4_b4m3_b5m4_b6m3_b7m3_b8m2_b9m1,CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Lower() SharmaEtAl2009() RaghukanthIyengar2007(,3.3300233e-04
2407,b1m3~b1m3_b2m2_b3m4_b4m3_b5m1_b6m3_b7m2_b8m3_b9m1,CampbellBozorgnia2008() BooreAtkinson2008() NathEtAl2012Lower() SharmaEtAl2009() AtkinsonBoore2006(),3.3300233e-04
2408,b1m3~b1m1_b2m5_b3m1_b4m4_b5m1_b6m2_b7m3_b8m3_b9m3,AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() NathEtAl2012Upper() AtkinsonBoore2006() ZhaoE,3.3300233e-04
2409,b1m3~b1m3_b2m5_b3m4_b4m4_b5m3_b6m3_b7m4_b8m2_b9m1,CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Lower() NathEtAl2012Upper() Campbell2003() Kann,3.3300233e-04
2410,b1m3~b1m3_b2m3_b3m4_b4m3_b5m3_b6m2_b7m3_b8m3_b9m3,CampbellBozorgnia2008() CampbellBozorgnia2008() NathEtAl2012Lower() SharmaEtAl2009() Campbell2003() ,3.3300233e-04
2411,b1m3~b1m4_b2m4_b3m3_b4m1_b5m4_b6m3_b7m2_b8m4_b9m3,Kanno2006Shallow() Kanno2006Shallow() SharmaEtAl2009() AtkinsonBoore2006() RaghukanthIyengar2007() K,3.3300233e-04
2412,b1m3~b1m2_b2m4_b3m2_b4m2_b5m4_b6m1_b7m2_b8m3_b9m1,BooreAtkinson2008() Kanno2006Shallow() ToroEtAl2002() ToroEtAl2002() RaghukanthIyengar2007() Atkinso,3.3400234e-04
2413,b1m3~b1m4_b2m5_b3m4_b4m4_b5m2_b6m2_b7m3_b8m4_b9m4,Kanno2006Shallow() SharmaEtAl2009() NathEtAl2012Lower() NathEtAl2012Upper() ToroEtAl2002() ZhaoEtAl2,3.3300233e-04
2414,b1m3~b1m4_b2m2_b3m3_b4m4_b5m1_b6m2_b7m4_b8m2_b9m4,Kanno2006Shallow() BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Upper() AtkinsonBoore2006() Zhao,3.3300233e-04
2415,b1m3~b1m4_b2m3_b3m4_b4m1_b5m1_b6m1_b7m4_b8m4_b9m3,Kanno2006Shallow() CampbellBozorgnia2008() NathEtAl2012Lower() AtkinsonBoore2006() AtkinsonBoore2006,3.3400234e-04
2416,b1m3~b1m4_b2m3_b3m1_b4m4_b5m3_b6m1_b7m2_b8m4_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() AtkinsonBoore2006() NathEtAl2012Upper() Campbell2003() At,3.3400234e-04
2417,b1m3~b1m2_b2m5_b3m4_b4m3_b5m4_b6m3_b7m3_b8m4_b9m3,BooreAtkinson2008() SharmaEtAl2009() NathEtAl2012Lower() SharmaEtAl2009() RaghukanthIyengar2007() Ka,3.3300233e-04
2418,b1m3~b1m2_b2m1_b3m1_b4m1_b5m2_b6m3_b7m3_b8m1_b9m1,BooreAtkinson2008() AkkarBommer2010() AtkinsonBoore2006() AtkinsonBoore2006() ToroEtAl2002() Kanno20,3.3300233e-04
2419,b1m3~b1m4_b2m2_b3m2_b4m3_b5m4_b6m2_b7m2_b8m3_b9m3,Kanno2006Shallow() BooreAtkinson2008() ToroEtAl2002() SharmaEtAl2009() RaghukanthIyengar2007() ZhaoE,3.3300233e-04
2420,b1m3~b1m1_b2m3_b3m4_b4m2_b5m2_b6m1_b7m1_b8m1_b9m2,AkkarBommer2010() CampbellBozorgnia2008() NathEtAl2012Lower() ToroEtAl2002() ToroEtAl2002() Atkinson,3.3400234e-04
2421,b1m3~b1m1_b2m5_b3m3_b4m1_b5m3_b6m2_b7m3_b8m3_b9m3,AkkarBommer2010() SharmaEtAl2009() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() ZhaoEtAl2006S,3.3300233e-04
2422,b1m3~b1m3_b2m4_b3m4_b4m1_b5m2_b6m1_b7m3_b8m1_b9m2,CampbellBozorgnia2008() Kanno2006Shallow() NathEtAl2012Lower() AtkinsonBoore2006() ToroEtAl2002() At,3.3400234e-04
2423,b1m3~b1m4_b2m4_b3m1_b4m1_b5m2_b6m1_b7m2_b8m4_b9m2,Kanno2006Shallow() Kanno2006Shallow() AtkinsonBoore2006() AtkinsonBoore2006() ToroEtAl2002() Atkinso,3.3400234e-04
2424,b1m3~b1m4_b2m3_b3m3_b4m1_b5m1_b6m3_b7m3_b8m2_b9m2,Kanno2006Shallow() CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonBoore2006() ,3.3300233e-04
2425,b1m3~b1m2_b2m3_b3m1_b4m2_b5m4_b6m3_b7m4_b8m4_b9m3,BooreAtkinson2008() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007,3.3300233e-04
2426,b1m3~b1m1_b2m2_b3m1_b4m2_b5m2_b6m3_b7m1_b8m1_b9m2,AkkarBommer2010() BooreAtkinson2008() AtkinsonBoore2006() ToroEtAl2002() ToroEtAl2002() Kanno2006Dee,3.3300233e-04
2427,b1m3~b1m2_b2m5_b3m3_b4m3_b5m1_b6m1_b7m4_b8m4_b9m4,BooreAtkinson2008() SharmaEtAl2009() SharmaEtAl2009() SharmaEtAl2009() AtkinsonBoore2006() AtkinsonB,3.3400234e-04
2428,b1m3~b1m3_b2m3_b3m3_b4m1_b5m2_b6m2_b7m3_b8m4_b9m4,CampbellBozorgnia2008() CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() ToroEtAl2002() ,3.3300233e-04
2429,b1m3~b1m4_b2m3_b3m4_b4m1_b5m4_b6m2_b7m4_b8m2_b9m4,Kanno2006Shallow() CampbellBozorgnia2008() NathEtAl2012Lower() AtkinsonBoore2006() RaghukanthIyengar,3.3300233e-04
2430,b1m3~b1m3_b2m4_b3m4_b4m3_b5m1_b6m3_b7m2_b8m2_b9m2,CampbellBozorgnia2008() Kanno2006Shallow() NathEtAl2012Lower() SharmaEtAl2009() AtkinsonBoore2006() ,3.3300233e-04
2431,b1m3~b1m2_b2m1_b3m2_b4m2_b5m2_b6m2_b7m4_b8m2_b9m4,BooreAtkinson2008() AkkarBommer2010() ToroEtAl2002() ToroEtAl2002() ToroEtAl2002() ZhaoEtAl2006SInte,3.3300233e-04
2432,b1m3~b1m4_b2m2_b3m1_b4m2_b5m4_b6m1_b7m2_b8m2_b9m2,Kanno2006Shallow() BooreAtkinson2008() AtkinsonBoore2006() ToroEtAl2002() RaghukanthIyengar2007() At,3.3400234e-04
2433,b1m3~b1m1_b2m2_b3m4_b4m4_b5m1_b6m1_b7m4_b8m4_b9m1,AkkarBommer2010() BooreAtkinson2008() NathEtAl2012Lower() NathEtAl2012Upper() AtkinsonBoore2006() At,3.3400234e-04
2434,b1m3~b1m3_b2m5_b3m4_b4m3_b5m4_b6m1_b7m3_b8m2_b9m3,CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Lower() SharmaEtAl2009() RaghukanthIyengar2007(,3.3400234e-04
2435,b1m3~b1m3_b2m3_b3m3_b4m4_b5m1_b6m2_b7m4_b8m2_b9m2,CampbellBozorgnia2008() CampbellBozorgnia2008() SharmaEtAl2009() NathEtAl2012Upper() AtkinsonBoore20,3.3300233e-04
2436,b1m3~b1m2_b2m1_b3m3_b4m1_b5m3_b6m3_b7m4_b8m1_b9m3,BooreAtkinson2008() AkkarBommer2010() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() Kanno2006D,3.3300233e-04
2437,b1m3~b1m3_b2m3_b3m3_b4m3_b5m1_b6m2_b7m4_b8m3_b9m4,CampbellBozorgnia2008() CampbellBozorgnia2008() SharmaEtAl2009() SharmaEtAl2009() AtkinsonBoore2006(,3.3300233e-04
2438,b1m3~b1m1_b2m5_b3m4_b4m4_b5m4_b6m3_b7m3_b8m3_b9m2,AkkarBommer2010() SharmaEtAl2009() NathEtAl2012Lower() NathEtAl2012Upper() RaghukanthIyengar2007() K,3.3300233e-04
2439,b1m3~b1m2_b2m3_b3m1_b4m2_b5m1_b6m2_b7m2_b8m4_b9m3,BooreAtkinson2008() CampbellBozorgnia2008() AtkinsonBoore2006() ToroEtAl2002() AtkinsonBoore2006() Z,3.3300233e-04
2440,b1m3~b1m2_b2m3_b3m3_b4m1_b5m3_b6m2_b7m2_b8m3_b9m2,BooreAtkinson2008() CampbellBozorgnia2008() SharmaEtAl2009() AtkinsonBoore2006() Campbell2003() Zhao,3.3300233e-04
2441,b1m3~b1m3_b2m3_b3m4_b4m2_b5m3_b6m1_b7m4_b8m3_b9m3,CampbellBozorgnia2008() CampbellBozorgnia2008() NathEtAl2012Lower() ToroEtAl2002() Campbell2003() At,3.3400234e-04
2442,b1m3~b1m1_b2m1_b3m3_b4m4_b5m1_b6m2_b7m3_b8m1_b9m1,AkkarBommer2010() AkkarBommer2010() SharmaEtAl2009() NathEtAl2012Upper() AtkinsonBoore2006() ZhaoEtA,3.3300233e-04
2443,b1m3~b1m4_b2m2_b3m4_b4m2_b5m1_b6m1_b7m2_b8m4_b9m3,Kanno2006Shallow() BooreAtkinson2008() NathEtAl2012Lower() ToroEtAl2002() AtkinsonBoore2006() Atkins,3.3400234e-04
