siteid,lon,lat,prob40,prob30,prob20,prob15,prob10,prob9,prob8,prob7,prob6,prob5,prob4,prob3,prob2,prob1,prob_pt8,prob_pt6,prob_pt5,
141,78,8.8,0.017686,0.037509,0.062852,0.100021,0.128524,0.172954,0.18546,0.199957,0.217088,0.237831,0.263776,0.29774,0.345373,0.420444,0.572263,0.627861,0.704596,0.75623
142,80,8.8,0.012654,0.022373,0.036177,0.057959,0.074556,0.100296,0.107521,0.115889,0.125771,0.137729,0.152679,0.172246,0.199691,0.242999,0.330976,0.363338,0.408124,0.438344
143,80.2,8.8,0.01063,0.01988,0.031619,0.051455,0.066734,0.090265,0.096842,0.104448,0.113413,0.124243,0.137755,0.155403,0.180094,0.218942,0.297543,0.326393,0.3663,0.393216
144,80.4,8.8,0.00758,0.01689,0.028567,0.045934,0.060646,0.083098,0.089336,0.096533,0.104994,0.115186,0.127864,0.144363,0.167349,0.203307,0.275369,0.301613,0.337764,0.362066
145,80.6,8.8,0.004089,0.013146,0.024401,0.040533,0.052698,0.073832,0.079674,0.0864,0.094288,0.103768,0.115528,0.130788,0.151979,0.18501,0.250875,0.274761,0.307582,0.329595
146,80.8,8.8,0.000193,0.008946,0.019847,0.035352,0.046943,0.06466,0.069592,0.075286,0.082607,0.091549,0.102626,0.11698,0.136885,0.167867,0.22959,0.251964,0.282688,0.303282
147,81,8.8,0.000193,0.00504,0.012444,0.027607,0.038858,0.05596,0.060706,0.06618,0.072616,0.080371,0.090026,0.102608,0.120178,0.147775,0.203545,0.225083,0.254719,0.274619
148,76.6,9,0.011457,0.030648,0.055113,0.091311,0.119294,0.163208,0.175616,0.190019,0.208043,0.230687,0.258891,0.295638,0.346889,0.427124,0.587708,0.646048,0.726244,0.780017
149,76.8,9,0.013758,0.033883,0.059501,0.097321,0.127205,0.178311,0.192586,0.209079,0.228495,0.251907,0.281049,0.31899,0.371847,0.454442,0.619109,0.678741,0.76056,0.81531
150,77,9,0.012558,0.033072,0.059114,0.100196,0.133743,0.185482,0.19994,0.216651,0.236329,0.260067,0.289631,0.328146,0.381854,0.465878,0.633687,0.694542,0.778099,0.834044
151,77.2,9,0.009951,0.030246,0.060208,0.103586,0.136492,0.187328,0.201552,0.218003,0.23739,0.260793,0.28997,0.328015,0.381124,0.464336,0.630923,0.691424,0.774549,0.830253
152,77.4,9,0.009425,0.032782,0.062059,0.104457,0.136627,0.186339,0.200254,0.216349,0.235321,0.258228,0.286787,0.324031,0.376018,0.457444,0.620471,0.679647,0.760901,0.81532
153,77.6,9,0.015377,0.036379,0.062904,0.101703,0.131408,0.177681,0.190702,0.205795,0.22363,0.245227,0.272239,0.3076,0.357176,0.435249,0.592876,0.650511,0.729973,0.783382
154,77.8,9,0.017942,0.038612,0.06473,0.102928,0.132149,0.177603,0.190378,0.205179,0.222655,0.243799,0.270221,0.304766,0.35312,0.429062,0.581645,0.637259,0.713843,0.765256
155,78,9,0.015858,0.035003,0.060022,0.096684,0.124795,0.16864,0.18099,0.195312,0.212244,0.23276,0.258443,0.292102,0.339373,0.414009,0.565376,0.620974,0.697873,0.749717
156,78.2,9,0.018002,0.037416,0.062112,0.098507,0.126535,0.170384,0.182754,0.197107,0.214083,0.234657,0.260419,0.294181,0.341588,0.41641,0.567986,0.623558,0.700297,0.751951
157,80.2,9,0.008719,0.018029,0.031025,0.05118,0.066266,0.089303,0.095704,0.103089,0.11177,0.122224,0.135223,0.152131,0.175669,0.212441,0.285953,0.312669,0.349423,0.374102
158,80.4,9,0.00585,0.014912,0.026204,0.044767,0.058993,0.080583,0.086559,0.093444,0.101526,0.111243,0.123308,0.138973,0.160746,0.194707,0.262472,0.287054,0.320832,0.343489
159,80.6,9,0.002055,0.010961,0.021973,0.037834,0.051389,0.071827,0.077464,0.083946,0.091542,0.100662,0.111964,0.126615,0.14694,0.178585,0.241629,0.264478,0.295853,0.316884
160,80.8,9,0.000196,0.005044,0.01543,0.030734,0.042112,0.061605,0.067037,0.073276,0.080581,0.08934,0.100185,0.11423,0.133697,0.163998,0.224405,0.246329,0.276465,0.296682
161,76.6,9.2,0.019427,0.040458,0.067421,0.107508,0.138559,0.187253,0.200985,0.216909,0.235723,0.258494,0.286953,0.326732,0.382386,0.469106,0.641367,0.703618,0.788893,0.84587
162,76.8,9.2,0.017998,0.041098,0.07047,0.113685,0.146854,0.198953,0.214814,0.233106,0.254595,0.280448,0.312553,0.354237,0.412086,0.501949,0.67974,0.743775,0.831309,0.889689
163,77,9.2,0.019048,0.042264,0.071784,0.115209,0.152104,0.209485,0.225453,0.243872,0.265515,0.291558,0.323907,0.36591,0.424201,0.514743,0.6938,0.758247,0.846301,0.905
164,77.2,9.2,0.016302,0.039014,0.067827,0.115408,0.151965,0.208207,0.223886,0.241985,0.263273,0.288916,0.320807,0.362282,0.419972,0.509838,0.68829,0.752742,0.840977,0.899895
165,77.4,9.2,0.015983,0.03743,0.067916,0.112436,0.146436,0.199207,0.214009,0.231141,0.251345,0.275756,0.306211,0.345958,0.40149,0.488517,0.662691,0.725948,0.812848,0.871044
166,77.6,9.2,0.015033,0.037677,0.066287,0.108119,0.140116,0.189875,0.203855,0.220049,0.239165,0.262281,0.291149,0.328866,0.381622,0.464452,0.63074,0.691222,0.774372,0.830125
167,77.8,9.2,0.014379,0.035318,0.06216,0.101403,0.131433,0.178182,0.191331,0.206571,0.224577,0.246373,0.273631,0.3093,0.35929,0.437975,0.596697,0.65469,0.734608,0.788303
168,78,9.2,0.015908,0.036265,0.06209,0.099851,0.128735,0.173667,0.186297,0.20093,0.218212,0.239124,0.265262,0.299447,0.347321,0.422566,0.573912,0.629118,0.705181,0.756276
169,78.2,9.2,0.016217,0.035437,0.05981,0.095624,0.123146,0.166141,0.17826,0.192319,0.208944,0.229091,0.254314,0.287371,0.33379,0.40704,0.555338,0.6097,0.684797,0.735365
170,78.4,9.2,0.014589,0.034623,0.059899,0.096765,0.124894,0.168553,0.180805,0.194993,0.211733,0.231969,0.257235,0.290236,0.336382,0.408813,0.55435,0.607386,0.680375,0.729346
171,78.6,9.2,0.01355,0.032643,0.057414,0.093727,0.121564,0.164938,0.177143,0.191289,0.208001,0.228226,0.253505,0.286563,0.332848,0.405635,0.552269,0.605779,0.679465,0.728936
172,79.4,9.2,0.013058,0.026518,0.04346,0.06807,0.086771,0.116792,0.125899,0.136393,0.148715,0.163534,0.181935,0.205833,0.239048,0.290873,0.394517,0.432213,0.484075,0.518893
173,80.2,9.2,0.005601,0.014872,0.028813,0.048527,0.06316,0.085344,0.091481,0.098546,0.106837,0.116801,0.129165,0.145208,0.167486,0.202185,0.271262,0.296271,0.331249,0.355827
174,80.4,9.2,0.002298,0.011267,0.023324,0.042266,0.056246,0.077345,0.083167,0.089864,0.097713,0.107137,0.118818,0.13396,0.154966,0.187663,0.252732,0.276286,0.308604,0.330268
175,80.6,9.2,0.000198,0.006711,0.017487,0.034715,0.04807,0.068145,0.073671,0.080023,0.087463,0.096389,0.107447,0.121774,0.141643,0.172579,0.23427,0.256654,0.287416,0.308047
176,80.8,9.2,0.000198,0.005046,0.011198,0.025533,0.037954,0.057382,0.062722,0.068856,0.07604,0.084657,0.095334,0.109177,0.128404,0.158416,0.218599,0.240555,0.270828,0.291196
177,92.8,9.2,0.471403,0.595011,0.764812,1.032262,1.244345,1.576846,1.670032,1.777637,1.904077,2.056004,2.244075,2.486774,2.820044,3.328374,4.298207,4.63564,5.086891,5.381568
178,76.4,9.4,0.020444,0.041359,0.068194,0.10811,0.139039,0.187549,0.201232,0.2171,0.23585,0.258547,0.286917,0.324012,0.375925,0.457348,0.623041,0.684802,0.769367,0.825844
179,76.6,9.4,0.022035,0.045414,0.075246,0.119288,0.153157,0.205881,0.220678,0.237803,0.257997,0.282388,0.312802,0.352455,0.407719,0.498084,0.67869,0.743673,0.832487,0.891715
180,76.8,9.4,0.028719,0.053139,0.08439,0.130619,0.166171,0.221416,0.236895,0.254795,0.275884,0.302636,0.336599,0.380598,0.441488,0.535756,0.721291,0.787781,0.878433,0.938741
181,77,9.4,0.028453,0.052883,0.084113,0.130263,0.165729,0.224507,0.241317,0.260704,0.283478,0.310874,0.344877,0.38897,0.450065,0.544813,0.731782,0.798934,0.890607,0.951674
182,77.2,9.4,0.026488,0.050592,0.081395,0.128236,0.167304,0.227334,0.244039,0.26331,0.285953,0.313196,0.347021,0.390899,0.451706,0.546004,0.731994,0.798743,0.889805,0.950415
183,77.4,9.4,0.022213,0.044865,0.074741,0.123494,0.160616,0.217959,0.233976,0.252481,0.27426,0.300511,0.333176,0.375677,0.434785,0.526821,0.709377,0.775206,0.865222,0.925268
184,77.6,9.4,0.014503,0.035382,0.066325,0.111421,0.1458,0.199078,0.214007,0.231279,0.251644,0.276238,0.306907,0.346915,0.402785,0.49029,0.665278,0.728795,0.81602,0.874417
185,77.8,9.4,0.013257,0.034768,0.062046,0.102138,0.13296,0.181132,0.194713,0.210469,0.229101,0.251675,0.279931,0.316945,0.368879,0.450759,0.616242,0.676744,0.760151,0.816213
186,78,9.4,0.014777,0.035162,0.060944,0.098706,0.127641,0.172729,0.185414,0.200121,0.217497,0.238535,0.264844,0.299274,0.347519,0.423419,0.576327,0.632152,0.709044,0.760674
187,78.2,9.4,0.012826,0.032175,0.05671,0.092532,0.119913,0.162503,0.174476,0.188353,0.204745,0.224589,0.249404,0.281889,0.327443,0.399214,0.544166,0.597209,0.670421,0.719697
188,78.4,9.4,0.01363,0.032805,0.056978,0.092234,0.119151,0.160958,0.172699,0.186297,0.202349,0.221766,0.246023,0.277738,0.322139,0.391934,0.532385,0.58362,0.654203,0.701621
189,78.6,9.4,0.011741,0.030655,0.054476,0.08916,0.115596,0.156602,0.168106,0.181428,0.197148,0.216153,0.239885,0.270895,0.314283,0.382455,0.519642,0.569709,0.638698,0.685038
190,78.8,9.4,0.010753,0.02774,0.051357,0.085763,0.111995,0.152695,0.164115,0.177338,0.192942,0.211805,0.235353,0.266109,0.309104,0.376579,0.51209,0.561456,0.629403,0.674997
191,80.2,9.4,0.000661,0.011509,0.025486,0.04508,0.059509,0.08124,0.087227,0.09411,0.102172,0.111845,0.123824,0.139339,0.160835,0.194601,0.26659,0.292383,0.327598,0.351087
192,80.4,9.4,0.000202,0.007155,0.020446,0.039028,0.052685,0.073228,0.078884,0.085385,0.093001,0.102139,0.113457,0.128122,0.148454,0.180099,0.247595,0.272277,0.306027,0.328571
193,80.6,9.4,0.000202,0.00505,0.01259,0.030655,0.043879,0.063721,0.069179,0.075452,0.082799,0.091615,0.102539,0.116704,0.136371,0.167059,0.232219,0.256247,0.289197,0.311265
194,76.6,9.6,0.029107,0.053062,0.08375,0.129201,0.164196,0.218642,0.233911,0.251576,0.272396,0.297528,0.328839,0.3696,0.426307,0.514621,0.696075,0.761713,0.851201,0.910736
195,76.8,9.6,0.030699,0.05609,0.088506,0.136293,0.172915,0.229673,0.245555,0.263915,0.285536,0.311606,0.344041,0.386206,0.447075,0.543308,0.732599,0.800451,0.893002,0.954623
196,77,9.6,0.031715,0.057804,0.091062,0.139975,0.177371,0.235194,0.25135,0.270013,0.293074,0.321497,0.356699,0.402238,0.465174,0.562488,0.753616,0.822033,0.915275,0.977304
197,77.2,9.6,0.028828,0.054218,0.086605,0.13431,0.170859,0.231837,0.249097,0.268992,0.292353,0.320437,0.355268,0.400403,0.462897,0.559751,0.750681,0.819209,0.912729,0.975013
198,77.4,9.6,0.024668,0.048818,0.079619,0.126605,0.165553,0.225325,0.241948,0.261118,0.283636,0.310722,0.344345,0.387952,0.448376,0.542062,0.726835,0.793157,0.883648,0.943888
199,77.6,9.6,0.021074,0.042353,0.069998,0.116523,0.152054,0.207123,0.222542,0.240372,0.261378,0.286726,0.318305,0.359453,0.416805,0.506345,0.684577,0.749039,0.837342,0.896332
200,77.8,9.6,0.015762,0.034346,0.062609,0.104652,0.136844,0.186926,0.200996,0.217293,0.236527,0.259783,0.288817,0.326736,0.37975,0.462936,0.629718,0.690326,0.773607,0.829417
201,78,9.6,0.01225,0.030805,0.056602,0.094408,0.123395,0.168599,0.181328,0.19609,0.213538,0.234673,0.26112,0.295756,0.344344,0.420918,0.575684,0.632308,0.710373,0.762836
202,78.2,9.6,0.011322,0.030584,0.054886,0.090372,0.117495,0.159683,0.171544,0.185287,0.201521,0.22117,0.245741,0.277899,0.32298,0.393966,0.537176,0.589516,0.661692,0.710221
203,78.4,9.6,0.012637,0.031622,0.055461,0.090031,0.116274,0.156826,0.168174,0.181298,0.196768,0.215447,0.23874,0.26913,0.311574,0.378094,0.51133,0.559736,0.62626,0.670853
204,78.6,9.6,0.011506,0.029861,0.052917,0.086389,0.111832,0.151204,0.162234,0.174996,0.190045,0.208226,0.230911,0.260525,0.301921,0.366878,0.497271,0.544746,0.610067,0.653896
205,78.8,9.6,0.008653,0.026311,0.049365,0.08272,0.108001,0.147026,0.157942,0.170563,0.185437,0.203392,0.225773,0.254962,0.295703,0.359525,0.487297,0.533727,0.597553,0.640348
206,76.6,9.8,0.0319,0.055323,0.085416,0.130115,0.164602,0.218345,0.233432,0.250893,0.271482,0.296345,0.327337,0.367703,0.423896,0.511477,0.685299,0.748377,0.837304,0.896483
207,76.8,9.8,0.034689,0.059301,0.090901,0.137765,0.173846,0.229964,0.245699,0.263903,0.285358,0.31125,0.343492,0.385445,0.443795,0.534673,0.721854,0.789631,0.882086,0.943649
208,77,9.8,0.036349,0.061716,0.094251,0.142414,0.179411,0.236815,0.252884,0.271461,0.293336,0.319708,0.352505,0.395434,0.458197,0.55524,0.745785,0.813975,0.906891,0.968699
209,77.2,9.8,0.033847,0.05865,0.090495,0.137729,0.174092,0.230635,0.246486,0.264866,0.288181,0.316215,0.35099,0.396052,0.458444,0.555124,0.745586,0.813908,0.907119,0.969181
210,77.4,9.8,0.029663,0.053295,0.083662,0.128786,0.163616,0.222421,0.239045,0.258228,0.280774,0.307911,0.341618,0.385356,0.445993,0.540066,0.725728,0.79239,0.883359,0.943921
211,77.6,9.8,0.02384,0.045225,0.07275,0.114802,0.150653,0.206107,0.221607,0.239516,0.260597,0.286009,0.31763,0.358769,0.415993,0.5051,0.681781,0.745486,0.832595,0.8907
212,77.8,9.8,0.018367,0.036989,0.061007,0.100582,0.132774,0.182855,0.196922,0.213214,0.23244,0.255681,0.284694,0.322581,0.375549,0.458657,0.625268,0.685825,0.769057,0.824842
213,78,9.8,0.014494,0.030588,0.052896,0.090391,0.119147,0.163985,0.176608,0.191244,0.20854,0.229488,0.255697,0.290011,0.338129,0.413937,0.567114,0.623147,0.7004,0.752318
214,78.2,9.8,0.013512,0.028339,0.051556,0.086614,0.113372,0.154923,0.166591,0.180105,0.19606,0.215361,0.239481,0.271024,0.315206,0.384699,0.524702,0.575828,0.646293,0.693637
215,78.4,9.8,0.012808,0.029276,0.052455,0.086085,0.111618,0.151062,0.162098,0.174862,0.189906,0.20807,0.230718,0.260264,0.30153,0.366203,0.495766,0.542846,0.607544,0.650907
216,78.6,9.8,0.01113,0.026708,0.049322,0.082038,0.106823,0.14506,0.15575,0.168111,0.182673,0.20025,0.222162,0.250742,0.290652,0.353209,0.478644,0.52427,0.587,0.629061
217,78.8,9.8,0.008517,0.024632,0.047028,0.07934,0.103759,0.141348,0.151843,0.163969,0.178246,0.195465,0.216914,0.244857,0.283826,0.344813,0.466795,0.511083,0.571923,0.612685
218,79,9.8,0.005759,0.021349,0.04353,0.075463,0.099551,0.136571,0.146896,0.158819,0.17285,0.189762,0.21081,0.238205,0.276364,0.335985,0.454929,0.49802,0.557149,0.596724
219,80,9.8,0.004019,0.011492,0.022362,0.041944,0.056318,0.080855,0.087713,0.095559,0.104704,0.115618,0.129056,0.146353,0.17015,0.206852,0.279084,0.30506,0.340604,0.364355
220,80.2,9.8,0.002478,0.009706,0.018708,0.035904,0.049676,0.071885,0.078509,0.086093,0.094936,0.105498,0.118515,0.135293,0.158427,0.194214,0.26505,0.290647,0.325766,0.349291
221,76.4,10,0.026011,0.04699,0.073917,0.11393,0.144873,0.19329,0.206924,0.222728,0.241391,0.26397,0.29218,0.329048,0.380603,0.461408,0.623096,0.681803,0.762394,0.816333
222,76.6,10,0.029162,0.051531,0.080244,0.122874,0.155785,0.207162,0.221607,0.238338,0.258082,0.281951,0.311744,0.350627,0.404888,0.489732,0.659016,0.720306,0.804309,0.860458
223,76.8,10,0.032879,0.056981,0.087872,0.133598,0.168761,0.223399,0.23871,0.256419,0.277285,0.302465,0.333821,0.374619,0.431349,0.519656,0.694618,0.759579,0.848863,0.908243
224,77,10,0.035553,0.059528,0.090388,0.136277,0.171679,0.226812,0.242283,0.260185,0.28129,0.306767,0.338504,0.379814,0.437283,0.526801,0.712206,0.778996,0.870104,0.930763
225,77.2,10,0.033769,0.05723,0.087464,0.1325,0.167308,0.221608,0.236861,0.254518,0.275344,0.3005,0.331859,0.372847,0.433318,0.527086,0.712134,0.778613,0.869396,0.92989
226,77.4,10,0.02982,0.052114,0.080894,0.123891,0.157236,0.209429,0.22412,0.241141,0.261933,0.288199,0.320848,0.363259,0.422135,0.51363,0.694725,0.75993,0.84906,0.9085
227,77.6,10,0.024537,0.044761,0.070935,0.110209,0.140823,0.1913,0.206324,0.223691,0.244149,0.26883,0.299568,0.339603,0.395386,0.482449,0.655722,0.718407,0.804307,0.861713
228,77.8,10,0.019706,0.037434,0.060427,0.095057,0.124165,0.172681,0.186309,0.202091,0.220714,0.243227,0.271328,0.308021,0.359313,0.439797,0.601235,0.659942,0.740655,0.794779
229,78,10,0.016138,0.031599,0.051671,0.082111,0.10998,0.153478,0.165733,0.179949,0.196756,0.217124,0.242626,0.276049,0.322988,0.397097,0.547408,0.602581,0.678802,0.730124
230,78.2,10,0.015507,0.029893,0.048474,0.080515,0.106407,0.146662,0.157975,0.171083,0.186564,0.205301,0.228728,0.25939,0.302383,0.37011,0.50694,0.557031,0.626179,0.672709
231,78.4,10,0.015468,0.029338,0.047134,0.079672,0.104568,0.142987,0.153729,0.166149,0.180783,0.19845,0.220476,0.249209,0.289342,0.352269,0.478513,0.524464,0.587686,0.630104
232,78.6,10,0.013931,0.027393,0.046009,0.078024,0.102227,0.139475,0.14987,0.16188,0.176017,0.193067,0.2143,0.241964,0.280544,0.340923,0.461752,0.505651,0.565975,0.606401
233,78.8,10,0.011938,0.025195,0.044476,0.076033,0.099826,0.136347,0.14652,0.158268,0.172084,0.188733,0.209444,0.236393,0.273921,0.332545,0.449535,0.491954,0.550186,0.589173
234,79,10,0.009453,0.022626,0.042057,0.073348,0.096882,0.132924,0.142951,0.154518,0.168112,0.18448,0.204822,0.23126,0.26802,0.325333,0.439365,0.480613,0.537164,0.574981
235,79.2,10,0.005787,0.018211,0.036833,0.067389,0.090404,0.125726,0.135569,0.146933,0.1603,0.176408,0.196447,0.222518,0.258819,0.315524,0.428639,0.469627,0.525872,0.563519
236,76.2,10.2,0.022671,0.042204,0.067326,0.104783,0.133862,0.17957,0.192485,0.207477,0.225211,0.246706,0.273614,0.308864,0.358322,0.436199,0.593062,0.6503,0.729137,0.78206
237,76.4,10.2,0.025316,0.045052,0.070434,0.108254,0.137582,0.183617,0.196612,0.21169,0.229518,0.251116,0.278141,0.313524,0.363131,0.441161,0.598129,0.655362,0.734153,0.787022
238,76.6,10.2,0.028541,0.049555,0.076575,0.116787,0.147901,0.196587,0.210295,0.226183,0.244946,0.267642,0.295995,0.333041,0.384828,0.465952,0.62818,0.687053,0.767844,0.821902
239,76.8,10.2,0.030207,0.052026,0.080122,0.121983,0.154391,0.205093,0.219368,0.235911,0.255446,0.279078,0.308596,0.347151,0.40101,0.485328,0.65386,0.714968,0.798784,0.854849
240,77,10.2,0.033492,0.055576,0.084131,0.126838,0.159971,0.211839,0.226441,0.243361,0.263336,0.287491,0.317646,0.356997,0.411896,0.497691,0.668649,0.732569,0.820502,0.879118
241,77.2,10.2,0.032263,0.053925,0.081987,0.124054,0.156756,0.20804,0.222493,0.239246,0.259034,0.282971,0.31287,0.351912,0.40642,0.49167,0.668714,0.733147,0.821253,0.880038
242,77.4,10.2,0.029688,0.050457,0.077397,0.117863,0.149384,0.198914,0.212888,0.229091,0.248235,0.271401,0.300345,0.338165,0.392872,0.480608,0.654364,0.716995,0.802652,0.859807
243,77.6,10.2,0.024134,0.042544,0.066523,0.102771,0.131207,0.176246,0.189029,0.203889,0.221495,0.242867,0.271821,0.309845,0.362951,0.446157,0.612756,0.673319,0.7566,0.812434
244,77.8,10.2,0.021452,0.038311,0.060263,0.093445,0.119489,0.16078,0.172748,0.187942,0.205866,0.227523,0.254546,0.289814,0.339085,0.416345,0.57131,0.627665,0.705141,0.757092
245,78,10.2,0.01891,0.033968,0.053556,0.083143,0.106367,0.146625,0.158519,0.172293,0.188549,0.208206,0.232758,0.264844,0.309744,0.380295,0.522398,0.57431,0.645847,0.693906
246,78.2,10.2,0.0176,0.03142,0.049339,0.076315,0.098672,0.137754,0.148707,0.161384,0.176336,0.194408,0.216968,0.246442,0.287688,0.352525,0.483216,0.530999,0.596928,0.641283
247,78.4,10.2,0.017694,0.031206,0.048617,0.074625,0.098608,0.136204,0.146699,0.158825,0.1731,0.190318,0.21176,0.239695,0.278656,0.33964,0.461725,0.506107,0.567138,0.608072
248,78.6,10.2,0.017518,0.030964,0.04819,0.075052,0.099008,0.135701,0.145904,0.157673,0.171504,0.188149,0.20883,0.235698,0.273043,0.331239,0.446949,0.488785,0.54613,0.584474
249,78.8,10.2,0.015093,0.028148,0.044871,0.070149,0.093514,0.129371,0.13936,0.150893,0.16446,0.180808,0.201153,0.227636,0.264543,0.322263,0.437734,0.479698,0.537393,0.576075
250,79,10.2,0.013397,0.02643,0.043074,0.068432,0.091593,0.127036,0.136893,0.148263,0.161628,0.177717,0.197719,0.223721,0.259899,0.316368,0.428989,0.469823,0.525892,0.563442
251,79.2,10.2,0.01028,0.023115,0.039496,0.064158,0.087007,0.122008,0.131749,0.142988,0.156206,0.172124,0.19192,0.21767,0.253521,0.309527,0.421371,0.46196,0.517724,0.555087
252,76.2,10.4,0.02366,0.04345,0.06891,0.106866,0.136311,0.182527,0.19557,0.210698,0.228578,0.250229,0.277298,0.312705,0.362287,0.440153,0.596249,0.652978,0.730934,0.783151
253,76.4,10.4,0.026101,0.045554,0.070583,0.107874,0.136775,0.182095,0.194876,0.209698,0.227213,0.248416,0.274921,0.309585,0.358119,0.434335,0.587169,0.642736,0.719126,0.770321
254,76.6,10.4,0.028507,0.04785,0.072886,0.110439,0.139698,0.185763,0.198788,0.213906,0.231793,0.253471,0.280607,0.31615,0.365992,0.444393,0.602052,0.65951,0.738581,0.791614
255,76.8,10.4,0.031311,0.051674,0.078062,0.117653,0.148471,0.19689,0.210553,0.2264,0.245128,0.267799,0.296138,0.333192,0.385019,0.46624,0.628693,0.687638,0.768514,0.822618
256,77,10.4,0.032882,0.053758,0.080849,0.121534,0.153201,0.202908,0.216921,0.233166,0.252353,0.275564,0.304555,0.34242,0.395292,0.477968,0.642772,0.70239,0.784038,0.838571
257,77.2,10.4,0.031805,0.052181,0.078691,0.118621,0.149781,0.198801,0.212639,0.228689,0.247658,0.270618,0.299314,0.33682,0.389243,0.471312,0.635142,0.694555,0.779179,0.835619
258,77.4,10.4,0.028298,0.047217,0.071923,0.109322,0.138654,0.185047,0.198194,0.213466,0.231547,0.253475,0.280937,0.316921,0.367396,0.446782,0.612222,0.672888,0.756088,0.811732
259,77.6,10.4,0.024982,0.042355,0.065082,0.099582,0.126725,0.169807,0.182049,0.196287,0.213164,0.23366,0.259366,0.293104,0.340526,0.418349,0.578236,0.636302,0.716114,0.769627
260,77.8,10.4,0.022152,0.037788,0.058236,0.08928,0.113725,0.152588,0.16365,0.176526,0.191806,0.210385,0.233721,0.265202,0.312002,0.385468,0.533272,0.587189,0.661453,0.711334
261,78,10.4,0.021495,0.036206,0.055364,0.084306,0.106999,0.142952,0.153163,0.165039,0.179119,0.197078,0.220837,0.251831,0.295107,0.36292,0.49896,0.548529,0.616777,0.662586
